time,latitude,longitude,depth,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
,-5.667917,-81.021111,,,,,,,,,,,,,,,,,,
,-5.668472,-81.020833,,,,,,,,,,,,,,,,,,
,-5.66875,-81.020833,,,,,,,,,,,,,,,,,,
,-5.734583,-81.015,,,,,,,,,,,,,,,,,,
,-5.735972,-81.014444,,,,,,,,,,,,,,,,,,
,-5.736528,-81.014444,,,,,,,,,,,,,,,,,,
,-5.73625,-81.014167,,,,,,,,,,,,,,,,,,
,-5.736528,-81.014167,,,,,,,,,,,,,,,,,,
,-5.73625,-81.014444,,,,,,,,,,,,,,,,,,
,-5.73625,-81.014167,,,,,,,,,,,,,,,,,,
,-5.735972,-81.013889,,,,,,,,,,,,,,,,,,
,-5.700694,-80.993889,,,,,,,,,,,,,,,,,,
,-5.701806,-80.993056,,,,,,,,,,,,,,,,,,
,-5.703194,-80.992222,,,,,,,,,,,,,,,,,,
,-5.704306,-80.991667,,,,,,,,,,,,,,,,,,
,-5.705694,-80.990833,,,,,,,,,,,,,,,,,,
,-5.706806,-80.99,,,,,,,,,,,,,,,,,,
,-5.708194,-80.989167,,,,,,,,,,,,,,,,,,
,-5.709306,-80.988056,,,,,,,,,,,,,,,,,,
,-5.710694,-80.987222,,,,,,,,,,,,,,,,,,
,-5.712083,-80.986389,,,,,,,,,,,,,,,,,,
,-8.940694,-78.744722,,,,,,,,,,,,,,,,,,
,-8.942083,-78.743889,,,,,,,,,,,,,,,,,,
,-8.94375,-78.743611,,,,,,,,,,,,,,,,,,
,-8.944583,-78.743611,,,,,,,,,,,,,,,,,,
,-8.945417,-78.743333,,,,,,,,,,,,,,,,,,
,-8.945972,-78.743333,,,,,,,,,,,,,,,,,,
,-8.946806,-78.743889,,,,,,,,,,,,,,,,,,
,-8.963194,-78.755556,,,,,,,,,,,,,,,,,,
